"timeMillisSpent","score"
10298,"0hard/-107soft"
10306,"0hard/-107soft"
10316,"0hard/-107soft"
10326,"0hard/-107soft"
10337,"0hard/-107soft"
10347,"0hard/-107soft"
10356,"0hard/-107soft"
10365,"0hard/-107soft"
10375,"0hard/-107soft"
10386,"0hard/-107soft"
10397,"0hard/-107soft"
10406,"0hard/-107soft"
10414,"0hard/-107soft"
10424,"0hard/-107soft"
10432,"0hard/-107soft"
10442,"0hard/-107soft"
10451,"0hard/-107soft"
10458,"0hard/-107soft"
10466,"0hard/-107soft"
10474,"0hard/-107soft"
10482,"0hard/-107soft"
10491,"0hard/-107soft"
10518,"0hard/-107soft"
10535,"0hard/-107soft"
10554,"0hard/-107soft"
10570,"0hard/-107soft"
10580,"0hard/-107soft"
10590,"0hard/-107soft"
10600,"0hard/-107soft"
10610,"0hard/-107soft"
10620,"0hard/-107soft"
10628,"0hard/-107soft"
10637,"0hard/-107soft"
10646,"0hard/-107soft"
10655,"0hard/-107soft"
10665,"0hard/-107soft"
10673,"0hard/-107soft"
10683,"0hard/-107soft"
10693,"0hard/-107soft"
10708,"0hard/-107soft"
10719,"0hard/-107soft"
10730,"0hard/-107soft"
10739,"0hard/-107soft"
10749,"0hard/-107soft"
10757,"0hard/-107soft"
10767,"0hard/-107soft"
10776,"0hard/-107soft"
10786,"0hard/-107soft"
10795,"0hard/-107soft"
10805,"0hard/-107soft"
10816,"0hard/-107soft"
10825,"0hard/-107soft"
10835,"0hard/-107soft"
10844,"0hard/-107soft"
10853,"0hard/-107soft"
10863,"0hard/-107soft"
10876,"0hard/-107soft"
10886,"0hard/-107soft"
10895,"0hard/-107soft"
10905,"0hard/-107soft"
10913,"0hard/-107soft"
10921,"0hard/-107soft"
10931,"0hard/-107soft"
10940,"0hard/-107soft"
10950,"0hard/-107soft"
10962,"0hard/-107soft"
10971,"0hard/-111soft"
10980,"0hard/-111soft"
10989,"0hard/-107soft"
10997,"0hard/-107soft"
11005,"0hard/-107soft"
11015,"0hard/-107soft"
11027,"0hard/-107soft"
11040,"0hard/-107soft"
11050,"0hard/-111soft"
11060,"0hard/-111soft"
11076,"0hard/-111soft"
11086,"0hard/-111soft"
11095,"0hard/-111soft"
11106,"0hard/-111soft"
11117,"0hard/-111soft"
11126,"0hard/-111soft"
11135,"0hard/-111soft"
11145,"0hard/-111soft"
11154,"0hard/-111soft"
11164,"0hard/-111soft"
11173,"0hard/-107soft"
11184,"0hard/-107soft"
11194,"0hard/-107soft"
11203,"0hard/-107soft"
11212,"0hard/-107soft"
11221,"0hard/-107soft"
11231,"0hard/-107soft"
11240,"0hard/-107soft"
11250,"0hard/-107soft"
11259,"0hard/-107soft"
11270,"0hard/-107soft"
11279,"0hard/-107soft"
11288,"0hard/-107soft"
11297,"0hard/-107soft"
11306,"0hard/-107soft"
11315,"0hard/-107soft"
11325,"0hard/-107soft"
11336,"0hard/-107soft"
11345,"0hard/-107soft"
11355,"0hard/-107soft"
11365,"0hard/-107soft"
11374,"0hard/-107soft"
11385,"0hard/-107soft"
11394,"0hard/-107soft"
11403,"0hard/-107soft"
11411,"0hard/-107soft"
11419,"0hard/-107soft"
11427,"0hard/-107soft"
11437,"0hard/-107soft"
11447,"0hard/-107soft"
11456,"0hard/-107soft"
11465,"0hard/-107soft"
11475,"0hard/-107soft"
11486,"0hard/-107soft"
11501,"0hard/-107soft"
11511,"0hard/-107soft"
11520,"0hard/-107soft"
11529,"0hard/-107soft"
11539,"0hard/-107soft"
11548,"0hard/-107soft"
11559,"0hard/-107soft"
11569,"0hard/-107soft"
11577,"0hard/-107soft"
11586,"0hard/-107soft"
11594,"0hard/-107soft"
11602,"0hard/-107soft"
11612,"0hard/-107soft"
11622,"0hard/-108soft"
11631,"0hard/-112soft"
11640,"0hard/-112soft"
11648,"0hard/-111soft"
11655,"0hard/-111soft"
11664,"0hard/-111soft"
11673,"0hard/-111soft"
11682,"0hard/-111soft"
11693,"0hard/-111soft"
11702,"0hard/-107soft"
11711,"0hard/-111soft"
11720,"0hard/-111soft"
11728,"0hard/-111soft"
11737,"0hard/-111soft"
11746,"0hard/-111soft"
11756,"0hard/-111soft"
11766,"0hard/-111soft"
11774,"0hard/-107soft"
11783,"0hard/-107soft"
11792,"0hard/-107soft"
11800,"0hard/-107soft"
11808,"0hard/-107soft"
11818,"0hard/-107soft"
11826,"0hard/-111soft"
11835,"0hard/-111soft"
11844,"0hard/-111soft"
11852,"0hard/-111soft"
11859,"0hard/-107soft"
11867,"0hard/-107soft"
11875,"0hard/-107soft"
11883,"0hard/-107soft"
11890,"0hard/-107soft"
11898,"0hard/-107soft"
11905,"0hard/-107soft"
11913,"0hard/-107soft"
11921,"0hard/-107soft"
11930,"0hard/-107soft"
11939,"0hard/-107soft"
11948,"0hard/-107soft"
11958,"0hard/-107soft"
11967,"0hard/-107soft"
11976,"0hard/-107soft"
11986,"0hard/-107soft"
11995,"0hard/-107soft"
12005,"0hard/-107soft"
12013,"0hard/-107soft"
12023,"0hard/-107soft"
12034,"0hard/-107soft"
12044,"0hard/-107soft"
12053,"0hard/-107soft"
12061,"0hard/-107soft"
12069,"0hard/-107soft"
12078,"0hard/-107soft"
12088,"0hard/-107soft"
12098,"0hard/-107soft"
12109,"0hard/-107soft"
12118,"0hard/-107soft"
12127,"0hard/-107soft"
12134,"0hard/-107soft"
12143,"0hard/-107soft"
12151,"0hard/-107soft"
12160,"0hard/-107soft"
12171,"0hard/-107soft"
12180,"0hard/-107soft"
12190,"0hard/-107soft"
12199,"0hard/-107soft"
12209,"0hard/-107soft"
12218,"0hard/-107soft"
12229,"0hard/-107soft"
12239,"0hard/-107soft"
12250,"0hard/-107soft"
12258,"0hard/-107soft"
12268,"0hard/-107soft"
12277,"0hard/-107soft"
12288,"0hard/-107soft"
12297,"0hard/-107soft"
12305,"0hard/-107soft"
12312,"0hard/-107soft"
12320,"0hard/-107soft"
12328,"0hard/-107soft"
12337,"0hard/-107soft"
12348,"0hard/-107soft"
12357,"0hard/-107soft"
12366,"0hard/-107soft"
12375,"0hard/-107soft"
12386,"0hard/-107soft"
12394,"0hard/-107soft"
12403,"0hard/-107soft"
12412,"0hard/-107soft"
12422,"0hard/-107soft"
12431,"0hard/-107soft"
12442,"0hard/-107soft"
12452,"0hard/-107soft"
12462,"0hard/-107soft"
12471,"0hard/-107soft"
12481,"0hard/-107soft"
12490,"0hard/-107soft"
12501,"0hard/-107soft"
12510,"0hard/-107soft"
12519,"0hard/-107soft"
12530,"0hard/-107soft"
12538,"0hard/-107soft"
12548,"0hard/-107soft"
12559,"0hard/-107soft"
12569,"0hard/-107soft"
12578,"0hard/-107soft"
12587,"0hard/-107soft"
12597,"0hard/-107soft"
12606,"0hard/-107soft"
12617,"0hard/-107soft"
12626,"0hard/-107soft"
12636,"0hard/-107soft"
12645,"0hard/-107soft"
12654,"0hard/-107soft"
12663,"0hard/-107soft"
12677,"0hard/-107soft"
12686,"0hard/-107soft"
12695,"0hard/-107soft"
12705,"0hard/-107soft"
12713,"0hard/-107soft"
12721,"0hard/-107soft"
12730,"0hard/-107soft"
12739,"0hard/-107soft"
12749,"0hard/-107soft"
12759,"0hard/-107soft"
12767,"0hard/-107soft"
12776,"0hard/-107soft"
12786,"0hard/-107soft"
12794,"0hard/-107soft"
12803,"0hard/-107soft"
12812,"0hard/-107soft"
12822,"0hard/-107soft"
12830,"0hard/-107soft"
12840,"0hard/-107soft"
12849,"0hard/-107soft"
12859,"0hard/-107soft"
12869,"0hard/-107soft"
12879,"0hard/-110soft"
12887,"0hard/-107soft"
12895,"0hard/-107soft"
12903,"0hard/-107soft"
12911,"0hard/-107soft"
12921,"0hard/-107soft"
12932,"0hard/-107soft"
12942,"0hard/-107soft"
12951,"0hard/-107soft"
12961,"0hard/-107soft"
12972,"0hard/-107soft"
12982,"0hard/-107soft"
12993,"0hard/-107soft"
13002,"0hard/-107soft"
13011,"0hard/-107soft"
13021,"0hard/-107soft"
13030,"0hard/-107soft"
13039,"0hard/-107soft"
13050,"0hard/-107soft"
13060,"0hard/-107soft"
13069,"0hard/-107soft"
13078,"0hard/-107soft"
13088,"0hard/-107soft"
13097,"0hard/-107soft"
13108,"0hard/-107soft"
13119,"0hard/-107soft"
13126,"0hard/-107soft"
13135,"0hard/-107soft"
13143,"0hard/-107soft"
13151,"0hard/-107soft"
13160,"0hard/-107soft"
13170,"0hard/-107soft"
13180,"0hard/-107soft"
13190,"0hard/-107soft"
13199,"0hard/-107soft"
13209,"0hard/-107soft"
13218,"0hard/-107soft"
13229,"0hard/-107soft"
13238,"0hard/-108soft"
13247,"0hard/-108soft"
13255,"0hard/-107soft"
13264,"0hard/-107soft"
13272,"0hard/-107soft"
13280,"0hard/-107soft"
13288,"0hard/-107soft"
13297,"0hard/-107soft"
13306,"0hard/-107soft"
13317,"0hard/-107soft"
13327,"0hard/-107soft"
13336,"0hard/-107soft"
13344,"0hard/-107soft"
13354,"0hard/-107soft"
13363,"0hard/-107soft"
13374,"0hard/-107soft"
13383,"0hard/-107soft"
13392,"0hard/-107soft"
13402,"0hard/-107soft"
13413,"0hard/-107soft"
13424,"0hard/-107soft"
13438,"0hard/-107soft"
13450,"0hard/-107soft"
13461,"0hard/-107soft"
13471,"0hard/-107soft"
13484,"0hard/-107soft"
13497,"0hard/-107soft"
13510,"0hard/-107soft"
13524,"0hard/-107soft"
13536,"0hard/-107soft"
13549,"0hard/-107soft"
13561,"0hard/-107soft"
13574,"0hard/-107soft"
13587,"0hard/-107soft"
13601,"0hard/-107soft"
13613,"0hard/-107soft"
13622,"0hard/-107soft"
13632,"0hard/-107soft"
13641,"0hard/-107soft"
13651,"0hard/-107soft"
13661,"0hard/-111soft"
13669,"0hard/-111soft"
13677,"0hard/-111soft"
13685,"0hard/-111soft"
13693,"0hard/-107soft"
13701,"0hard/-107soft"
13710,"0hard/-107soft"
13719,"0hard/-107soft"
13728,"0hard/-107soft"
13739,"0hard/-107soft"
13749,"0hard/-107soft"
13759,"0hard/-107soft"
13770,"0hard/-107soft"
13779,"0hard/-107soft"
13789,"0hard/-107soft"
13799,"0hard/-107soft"
13809,"0hard/-107soft"
13819,"0hard/-107soft"
13828,"0hard/-107soft"
13838,"0hard/-107soft"
13847,"0hard/-107soft"
13858,"0hard/-107soft"
13867,"0hard/-107soft"
13876,"0hard/-107soft"
13886,"0hard/-107soft"
13894,"0hard/-107soft"
13906,"0hard/-107soft"
13918,"0hard/-107soft"
13928,"0hard/-107soft"
13937,"0hard/-107soft"
13946,"0hard/-107soft"
13955,"0hard/-107soft"
13963,"0hard/-107soft"
13972,"0hard/-107soft"
13980,"0hard/-107soft"
13988,"0hard/-107soft"
13997,"0hard/-107soft"
14006,"0hard/-107soft"
14014,"0hard/-107soft"
14024,"0hard/-107soft"
14034,"0hard/-107soft"
14041,"0hard/-107soft"
14051,"0hard/-107soft"
14060,"0hard/-107soft"
14069,"0hard/-107soft"
14079,"0hard/-107soft"
14090,"0hard/-107soft"
14098,"0hard/-107soft"
14107,"0hard/-107soft"
14116,"0hard/-107soft"
14125,"0hard/-107soft"
14134,"0hard/-107soft"
14145,"0hard/-107soft"
14154,"0hard/-107soft"
14164,"0hard/-107soft"
14173,"0hard/-107soft"
14182,"0hard/-107soft"
14192,"0hard/-107soft"
14203,"0hard/-107soft"
14213,"0hard/-107soft"
14222,"0hard/-107soft"
14231,"0hard/-107soft"
14240,"0hard/-107soft"
14248,"0hard/-107soft"
14259,"0hard/-107soft"
14269,"0hard/-108soft"
14277,"0hard/-107soft"
14285,"0hard/-107soft"
14293,"0hard/-107soft"
14301,"0hard/-107soft"
14311,"0hard/-107soft"
14322,"0hard/-107soft"
14331,"0hard/-108soft"
14340,"0hard/-108soft"
14351,"0hard/-108soft"
14360,"0hard/-108soft"
14370,"0hard/-108soft"
14378,"0hard/-107soft"
14388,"0hard/-107soft"
14397,"0hard/-107soft"
14407,"0hard/-107soft"
14416,"0hard/-107soft"
14427,"0hard/-107soft"
14436,"0hard/-108soft"
14444,"0hard/-108soft"
14452,"0hard/-108soft"
14460,"0hard/-108soft"
14468,"0hard/-108soft"
14478,"0hard/-108soft"
14488,"0hard/-108soft"
14500,"0hard/-108soft"
14510,"0hard/-108soft"
14519,"0hard/-108soft"
14527,"0hard/-107soft"
14535,"0hard/-107soft"
14544,"0hard/-107soft"
14553,"0hard/-107soft"
14563,"0hard/-107soft"
14574,"0hard/-107soft"
14583,"0hard/-107soft"
14593,"0hard/-107soft"
14602,"0hard/-107soft"
14612,"0hard/-107soft"
14622,"0hard/-107soft"
14633,"0hard/-107soft"
14644,"0hard/-110soft"
14655,"0hard/-110soft"
14663,"0hard/-107soft"
14671,"0hard/-107soft"
14678,"0hard/-107soft"
14687,"0hard/-107soft"
14695,"0hard/-107soft"
14704,"0hard/-107soft"
14713,"0hard/-107soft"
14724,"0hard/-107soft"
14733,"0hard/-107soft"
14742,"0hard/-107soft"
14751,"0hard/-107soft"
14760,"0hard/-107soft"
14769,"0hard/-107soft"
14779,"0hard/-107soft"
14790,"0hard/-107soft"
14800,"0hard/-107soft"
14809,"0hard/-107soft"
14820,"0hard/-107soft"
14829,"0hard/-107soft"
14840,"0hard/-107soft"
14849,"0hard/-107soft"
14858,"0hard/-107soft"
14868,"0hard/-107soft"
14876,"0hard/-107soft"
14884,"0hard/-107soft"
14893,"0hard/-107soft"
14903,"0hard/-107soft"
14911,"0hard/-107soft"
14920,"0hard/-107soft"
14928,"0hard/-107soft"
14938,"0hard/-107soft"
14947,"0hard/-107soft"
14955,"0hard/-107soft"
14964,"0hard/-107soft"
14974,"0hard/-107soft"
14983,"0hard/-107soft"
14992,"0hard/-107soft"
15001,"0hard/-107soft"
15011,"0hard/-107soft"
15020,"0hard/-107soft"
15030,"0hard/-107soft"
15040,"0hard/-107soft"
15049,"0hard/-107soft"
15058,"0hard/-107soft"
15067,"0hard/-107soft"
15077,"0hard/-107soft"
15090,"0hard/-107soft"
15100,"0hard/-107soft"
15109,"0hard/-107soft"
15117,"0hard/-107soft"
15125,"0hard/-107soft"
15133,"0hard/-107soft"
15143,"0hard/-107soft"
15152,"0hard/-107soft"
15162,"0hard/-107soft"
15172,"0hard/-107soft"
15181,"0hard/-107soft"
15190,"0hard/-107soft"
15200,"0hard/-107soft"
15209,"0hard/-107soft"
15220,"0hard/-107soft"
15231,"0hard/-107soft"
15241,"0hard/-107soft"
15250,"0hard/-107soft"
15259,"0hard/-107soft"
15268,"0hard/-107soft"
15277,"0hard/-107soft"
15286,"0hard/-107soft"
15294,"0hard/-107soft"
15302,"0hard/-107soft"
15310,"0hard/-107soft"
15319,"0hard/-107soft"
15331,"0hard/-107soft"
15340,"0hard/-107soft"
15349,"0hard/-107soft"
15358,"0hard/-107soft"
15367,"0hard/-107soft"
15378,"0hard/-107soft"
15388,"0hard/-108soft"
15396,"0hard/-107soft"
15404,"0hard/-107soft"
15412,"0hard/-107soft"
15421,"0hard/-107soft"
15430,"0hard/-107soft"
15440,"0hard/-107soft"
15448,"0hard/-107soft"
15456,"0hard/-107soft"
15464,"0hard/-107soft"
15472,"0hard/-107soft"
15481,"0hard/-107soft"
15492,"0hard/-107soft"
15501,"0hard/-107soft"
15511,"0hard/-107soft"
15520,"0hard/-107soft"
15531,"0hard/-107soft"
15539,"0hard/-107soft"
15548,"0hard/-107soft"
15557,"0hard/-107soft"
15565,"0hard/-107soft"
15573,"0hard/-107soft"
15582,"0hard/-107soft"
15591,"0hard/-107soft"
15601,"0hard/-107soft"
15611,"0hard/-107soft"
15620,"0hard/-107soft"
15630,"0hard/-107soft"
15639,"0hard/-107soft"
15647,"0hard/-107soft"
15657,"0hard/-107soft"
15666,"0hard/-107soft"
15675,"0hard/-107soft"
15683,"0hard/-107soft"
15692,"0hard/-107soft"
15700,"0hard/-107soft"
15709,"0hard/-107soft"
15717,"0hard/-107soft"
15724,"0hard/-107soft"
15731,"0hard/-107soft"
15739,"0hard/-107soft"
15747,"0hard/-107soft"
15757,"0hard/-107soft"
15768,"0hard/-107soft"
15777,"0hard/-109soft"
15786,"0hard/-109soft"
15793,"0hard/-109soft"
15800,"0hard/-109soft"
15808,"0hard/-109soft"
15817,"0hard/-109soft"
15827,"0hard/-109soft"
15838,"0hard/-109soft"
15848,"0hard/-109soft"
15857,"0hard/-109soft"
15866,"0hard/-109soft"
15874,"0hard/-107soft"
15882,"0hard/-107soft"
15892,"0hard/-107soft"
15901,"0hard/-107soft"
15909,"0hard/-107soft"
15918,"0hard/-107soft"
15928,"0hard/-107soft"
15937,"0hard/-107soft"
15947,"0hard/-107soft"
15956,"0hard/-107soft"
15966,"0hard/-107soft"
15976,"0hard/-107soft"
15986,"0hard/-107soft"
15997,"0hard/-107soft"
16006,"0hard/-107soft"
16016,"0hard/-107soft"
16026,"0hard/-107soft"
16035,"0hard/-107soft"
16044,"0hard/-107soft"
16055,"0hard/-107soft"
16064,"0hard/-107soft"
16073,"0hard/-107soft"
16082,"0hard/-107soft"
16092,"0hard/-107soft"
16101,"0hard/-107soft"
16113,"0hard/-107soft"
16122,"0hard/-107soft"
16131,"0hard/-107soft"
16140,"0hard/-107soft"
16149,"0hard/-107soft"
16157,"0hard/-107soft"
16166,"0hard/-107soft"
16176,"0hard/-107soft"
16185,"0hard/-107soft"
16194,"0hard/-107soft"
16205,"0hard/-107soft"
16214,"0hard/-107soft"
16224,"0hard/-107soft"
16232,"0hard/-107soft"
16240,"0hard/-107soft"
16249,"0hard/-107soft"
16260,"0hard/-107soft"
16270,"0hard/-107soft"
16282,"0hard/-107soft"
16292,"0hard/-109soft"
16301,"0hard/-109soft"
16311,"0hard/-109soft"
16320,"0hard/-109soft"
16329,"0hard/-109soft"
16340,"0hard/-109soft"
16350,"0hard/-109soft"
16360,"0hard/-109soft"
16371,"0hard/-109soft"
16380,"0hard/-109soft"
16388,"0hard/-109soft"
16397,"0hard/-109soft"
16406,"0hard/-109soft"
16417,"0hard/-109soft"
16427,"0hard/-109soft"
16437,"0hard/-109soft"
16447,"0hard/-109soft"
16456,"0hard/-109soft"
16466,"0hard/-109soft"
16476,"0hard/-109soft"
16486,"0hard/-109soft"
16495,"0hard/-109soft"
16505,"0hard/-109soft"
16514,"0hard/-109soft"
16524,"0hard/-109soft"
16534,"0hard/-109soft"
16546,"0hard/-109soft"
16559,"0hard/-109soft"
16572,"0hard/-109soft"
16581,"0hard/-109soft"
16589,"0hard/-109soft"
16597,"0hard/-109soft"
16606,"0hard/-109soft"
16615,"0hard/-109soft"
16623,"0hard/-109soft"
16633,"0hard/-109soft"
16642,"0hard/-109soft"
16652,"0hard/-109soft"
16661,"0hard/-109soft"
16671,"0hard/-109soft"
16678,"0hard/-107soft"
16687,"0hard/-107soft"
16695,"0hard/-107soft"
16703,"0hard/-107soft"
16712,"0hard/-107soft"
16723,"0hard/-107soft"
16732,"0hard/-107soft"
16741,"0hard/-107soft"
16750,"0hard/-107soft"
16760,"0hard/-107soft"
16770,"0hard/-107soft"
16779,"0hard/-107soft"
16789,"0hard/-107soft"
16798,"0hard/-107soft"
16807,"0hard/-107soft"
16816,"0hard/-107soft"
16826,"0hard/-107soft"
16836,"0hard/-107soft"
16846,"0hard/-107soft"
16855,"0hard/-107soft"
16866,"0hard/-107soft"
16875,"0hard/-107soft"
16886,"0hard/-107soft"
16895,"0hard/-107soft"
16904,"0hard/-107soft"
16913,"0hard/-107soft"
16922,"0hard/-107soft"
16931,"0hard/-107soft"
16942,"0hard/-107soft"
16951,"0hard/-107soft"
16960,"0hard/-107soft"
16969,"0hard/-107soft"
16979,"0hard/-107soft"
16988,"0hard/-107soft"
17000,"0hard/-107soft"
17013,"0hard/-107soft"
17025,"0hard/-107soft"
17038,"0hard/-107soft"
17051,"0hard/-107soft"
17063,"0hard/-107soft"
17077,"0hard/-107soft"
17091,"0hard/-109soft"
17103,"0hard/-109soft"
17113,"0hard/-109soft"
17125,"0hard/-109soft"
17136,"0hard/-109soft"
17148,"0hard/-109soft"
17159,"0hard/-109soft"
17174,"0hard/-109soft"
17187,"0hard/-109soft"
17199,"0hard/-109soft"
17211,"0hard/-109soft"
17220,"0hard/-109soft"
17228,"0hard/-109soft"
17239,"0hard/-109soft"
17248,"0hard/-109soft"
17257,"0hard/-109soft"
17267,"0hard/-109soft"
17277,"0hard/-109soft"
17288,"0hard/-109soft"
17298,"0hard/-109soft"
17307,"0hard/-109soft"
17316,"0hard/-109soft"
17324,"0hard/-109soft"
17334,"0hard/-109soft"
17343,"0hard/-109soft"
17352,"0hard/-112soft"
17365,"0hard/-112soft"
17375,"0hard/-109soft"
17387,"0hard/-109soft"
17396,"0hard/-109soft"
17405,"0hard/-109soft"
17413,"0hard/-109soft"
17423,"0hard/-109soft"
17431,"0hard/-109soft"
17438,"0hard/-109soft"
17446,"0hard/-109soft"
17454,"0hard/-109soft"
17463,"0hard/-109soft"
17471,"0hard/-109soft"
17479,"0hard/-109soft"
17490,"0hard/-109soft"
17499,"0hard/-109soft"
17507,"0hard/-113soft"
17517,"0hard/-109soft"
17525,"0hard/-109soft"
17533,"0hard/-109soft"
17541,"0hard/-109soft"
17549,"0hard/-109soft"
17558,"0hard/-109soft"
17569,"0hard/-109soft"
17579,"0hard/-109soft"
17589,"0hard/-109soft"
17599,"0hard/-112soft"
17607,"0hard/-109soft"
17616,"0hard/-109soft"
17623,"0hard/-109soft"
17631,"0hard/-109soft"
17640,"0hard/-109soft"
17651,"0hard/-109soft"
17660,"0hard/-109soft"
17672,"0hard/-109soft"
17682,"0hard/-109soft"
17692,"0hard/-109soft"
17700,"0hard/-109soft"
17708,"0hard/-109soft"
17717,"0hard/-109soft"
17727,"0hard/-109soft"
17737,"0hard/-109soft"
17749,"0hard/-109soft"
17759,"0hard/-109soft"
17769,"0hard/-109soft"
17778,"0hard/-109soft"
17789,"0hard/-109soft"
17798,"0hard/-109soft"
17809,"0hard/-109soft"
17821,"0hard/-109soft"
17832,"0hard/-109soft"
17844,"0hard/-109soft"
17856,"0hard/-109soft"
17865,"0hard/-109soft"
17874,"0hard/-109soft"
17885,"0hard/-109soft"
17896,"0hard/-109soft"
17906,"0hard/-109soft"
17922,"0hard/-109soft"
17933,"0hard/-109soft"
17943,"0hard/-109soft"
17958,"0hard/-109soft"
17982,"0hard/-109soft"
18001,"0hard/-109soft"
18017,"0hard/-109soft"
18029,"0hard/-109soft"
18045,"0hard/-109soft"
18058,"0hard/-109soft"
18073,"0hard/-109soft"
18085,"0hard/-109soft"
18098,"0hard/-109soft"
18110,"0hard/-109soft"
18123,"0hard/-109soft"
18135,"0hard/-109soft"
18150,"0hard/-109soft"
18158,"0hard/-109soft"
18167,"0hard/-109soft"
18175,"0hard/-109soft"
18186,"0hard/-109soft"
18194,"0hard/-109soft"
18206,"0hard/-109soft"
18217,"0hard/-109soft"
18227,"0hard/-109soft"
18237,"0hard/-109soft"
18246,"0hard/-109soft"
18256,"0hard/-109soft"
18265,"0hard/-109soft"
18273,"0hard/-109soft"
18282,"0hard/-109soft"
18291,"0hard/-109soft"
18299,"0hard/-109soft"
18309,"0hard/-109soft"
18320,"0hard/-109soft"
18328,"0hard/-109soft"
18338,"0hard/-109soft"
18345,"0hard/-109soft"
18353,"0hard/-109soft"
18362,"0hard/-109soft"
18375,"0hard/-109soft"
18388,"0hard/-109soft"
18402,"0hard/-109soft"
18416,"0hard/-109soft"
18427,"0hard/-109soft"
18437,"0hard/-109soft"
18448,"0hard/-109soft"
18457,"0hard/-109soft"
18468,"0hard/-109soft"
18478,"0hard/-109soft"
18486,"0hard/-109soft"
18496,"0hard/-109soft"
18504,"0hard/-109soft"
18513,"0hard/-109soft"
18523,"0hard/-109soft"
18534,"0hard/-109soft"
18543,"0hard/-109soft"
18554,"0hard/-109soft"
18564,"0hard/-109soft"
18573,"0hard/-109soft"
18583,"0hard/-109soft"
18593,"0hard/-109soft"
18603,"0hard/-109soft"
18615,"0hard/-109soft"
18625,"0hard/-109soft"
18634,"0hard/-109soft"
18642,"0hard/-109soft"
18650,"0hard/-109soft"
18658,"0hard/-109soft"
18668,"0hard/-109soft"
18678,"0hard/-109soft"
18689,"0hard/-109soft"
18697,"0hard/-109soft"
18706,"0hard/-109soft"
18714,"0hard/-109soft"
18723,"0hard/-109soft"
18732,"0hard/-109soft"
18740,"0hard/-109soft"
18750,"0hard/-109soft"
18759,"0hard/-109soft"
18769,"0hard/-109soft"
18778,"0hard/-109soft"
18789,"0hard/-109soft"
18799,"0hard/-109soft"
18808,"0hard/-109soft"
18819,"0hard/-109soft"
18829,"0hard/-109soft"
18840,"0hard/-109soft"
18852,"0hard/-109soft"
18861,"0hard/-109soft"
18871,"0hard/-109soft"
18880,"0hard/-109soft"
18889,"0hard/-109soft"
18898,"0hard/-109soft"
18909,"0hard/-109soft"
18917,"0hard/-107soft"
18926,"0hard/-107soft"
18934,"0hard/-107soft"
18942,"0hard/-107soft"
18951,"0hard/-107soft"
18959,"0hard/-107soft"
18970,"0hard/-107soft"
18982,"0hard/-107soft"
18989,"0hard/-107soft"
18998,"0hard/-107soft"
19006,"0hard/-107soft"
19015,"0hard/-107soft"
19024,"0hard/-107soft"
19034,"0hard/-107soft"
19043,"0hard/-107soft"
19053,"0hard/-107soft"
19063,"0hard/-107soft"
19072,"0hard/-107soft"
19081,"0hard/-107soft"
19091,"0hard/-107soft"
19101,"0hard/-107soft"
19109,"0hard/-107soft"
19119,"0hard/-107soft"
19127,"0hard/-107soft"
19136,"0hard/-107soft"
19144,"0hard/-107soft"
19153,"0hard/-107soft"
19161,"0hard/-107soft"
19170,"0hard/-107soft"
19179,"0hard/-107soft"
19188,"0hard/-107soft"
19197,"0hard/-107soft"
19206,"0hard/-107soft"
19215,"0hard/-107soft"
19226,"0hard/-107soft"
19235,"0hard/-107soft"
19243,"0hard/-107soft"
19250,"0hard/-107soft"
19259,"0hard/-107soft"
19267,"0hard/-107soft"
19276,"0hard/-107soft"
19292,"0hard/-107soft"
19304,"0hard/-109soft"
19317,"0hard/-109soft"
19332,"0hard/-109soft"
19341,"0hard/-109soft"
19350,"0hard/-107soft"
19359,"0hard/-107soft"
19369,"0hard/-107soft"
19377,"0hard/-107soft"
19385,"0hard/-107soft"
19395,"0hard/-107soft"
19403,"0hard/-107soft"
19411,"0hard/-107soft"
19421,"0hard/-107soft"
19430,"0hard/-107soft"
19440,"0hard/-107soft"
19452,"0hard/-107soft"
19462,"0hard/-111soft"
19471,"0hard/-111soft"
19479,"0hard/-107soft"
19488,"0hard/-107soft"
19496,"0hard/-107soft"
19506,"0hard/-107soft"
19515,"0hard/-107soft"
19526,"0hard/-107soft"
19535,"0hard/-111soft"
19545,"0hard/-111soft"
19553,"0hard/-107soft"
19562,"0hard/-107soft"
19571,"0hard/-107soft"
19581,"0hard/-107soft"
19590,"0hard/-107soft"
19602,"0hard/-107soft"
19611,"0hard/-108soft"
19621,"0hard/-108soft"
19629,"0hard/-107soft"
19638,"0hard/-107soft"
19646,"0hard/-107soft"
19655,"0hard/-107soft"
19665,"0hard/-107soft"
19676,"0hard/-107soft"
19685,"0hard/-108soft"
19694,"0hard/-107soft"
19702,"0hard/-107soft"
19710,"0hard/-107soft"
19718,"0hard/-107soft"
19728,"0hard/-107soft"
19739,"0hard/-107soft"
19751,"0hard/-107soft"
19761,"0hard/-107soft"
19770,"0hard/-107soft"
19779,"0hard/-107soft"
19789,"0hard/-107soft"
19799,"0hard/-107soft"
19808,"0hard/-107soft"
19818,"0hard/-107soft"
19828,"0hard/-107soft"
19837,"0hard/-107soft"
19847,"0hard/-107soft"
19857,"0hard/-107soft"
19867,"0hard/-107soft"
19876,"0hard/-107soft"
19885,"0hard/-107soft"
19896,"0hard/-107soft"
19905,"0hard/-107soft"
19914,"0hard/-107soft"
