"timeMillisSpent","score"
3210,"0hard/-155soft"
3223,"0hard/-155soft"
3236,"0hard/-155soft"
3250,"0hard/-155soft"
3263,"0hard/-155soft"
3275,"0hard/-155soft"
3288,"0hard/-155soft"
3301,"0hard/-155soft"
3313,"0hard/-155soft"
3323,"0hard/-155soft"
3332,"0hard/-155soft"
3342,"0hard/-155soft"
3351,"0hard/-155soft"
3360,"0hard/-155soft"
3369,"0hard/-155soft"
3380,"0hard/-155soft"
3389,"0hard/-155soft"
3397,"0hard/-157soft"
3406,"0hard/-157soft"
3414,"0hard/-157soft"
3422,"0hard/-157soft"
3432,"0hard/-157soft"
3441,"0hard/-157soft"
3451,"0hard/-161soft"
3461,"0hard/-157soft"
3469,"0hard/-157soft"
3477,"0hard/-157soft"
3485,"0hard/-155soft"
3494,"0hard/-155soft"
3502,"0hard/-155soft"
3510,"0hard/-155soft"
3520,"0hard/-155soft"
3529,"0hard/-151soft"
3539,"0hard/-151soft"
3550,"0hard/-151soft"
3560,"0hard/-151soft"
3569,"0hard/-151soft"
3578,"0hard/-151soft"
3587,"0hard/-151soft"
3597,"0hard/-151soft"
3606,"0hard/-151soft"
3619,"0hard/-151soft"
3632,"0hard/-154soft"
3643,"0hard/-151soft"
3654,"0hard/-151soft"
3666,"0hard/-151soft"
3677,"0hard/-151soft"
3689,"0hard/-151soft"
3705,"0hard/-151soft"
3716,"0hard/-155soft"
3725,"0hard/-155soft"
3734,"0hard/-151soft"
3742,"0hard/-151soft"
3750,"0hard/-151soft"
3758,"0hard/-151soft"
3768,"0hard/-151soft"
3779,"0hard/-151soft"
3790,"0hard/-155soft"
3799,"0hard/-154soft"
3807,"0hard/-154soft"
3814,"0hard/-154soft"
3820,"0hard/-151soft"
3827,"0hard/-151soft"
3835,"0hard/-151soft"
3844,"0hard/-151soft"
3853,"0hard/-151soft"
3862,"0hard/-151soft"
3871,"0hard/-151soft"
3884,"0hard/-151soft"
3893,"0hard/-151soft"
3901,"0hard/-151soft"
3910,"0hard/-151soft"
3919,"0hard/-155soft"
3927,"0hard/-155soft"
3934,"0hard/-151soft"
3943,"0hard/-151soft"
3953,"0hard/-151soft"
3963,"0hard/-151soft"
3972,"0hard/-154soft"
3981,"0hard/-154soft"
3990,"0hard/-151soft"
3998,"0hard/-151soft"
4005,"0hard/-151soft"
4014,"0hard/-151soft"
4022,"0hard/-151soft"
4032,"0hard/-151soft"
4041,"0hard/-151soft"
4052,"0hard/-151soft"
4062,"0hard/-152soft"
4071,"0hard/-152soft"
4081,"0hard/-152soft"
4090,"0hard/-152soft"
4098,"0hard/-151soft"
4106,"0hard/-151soft"
4114,"0hard/-151soft"
4122,"0hard/-151soft"
4132,"0hard/-151soft"
4143,"0hard/-151soft"
4152,"0hard/-151soft"
4161,"0hard/-151soft"
4170,"0hard/-151soft"
4180,"0hard/-151soft"
4189,"0hard/-151soft"
4199,"0hard/-152soft"
4209,"0hard/-152soft"
4217,"0hard/-151soft"
4226,"0hard/-151soft"
4234,"0hard/-151soft"
4247,"0hard/-151soft"
4256,"0hard/-151soft"
4268,"0hard/-151soft"
4278,"0hard/-151soft"
4287,"0hard/-151soft"
4297,"0hard/-151soft"
4306,"0hard/-151soft"
4316,"0hard/-151soft"
4327,"0hard/-151soft"
4337,"0hard/-152soft"
4345,"0hard/-151soft"
4354,"0hard/-151soft"
4363,"0hard/-151soft"
4370,"0hard/-151soft"
4380,"0hard/-151soft"
4391,"0hard/-151soft"
4407,"0hard/-151soft"
4416,"0hard/-151soft"
4426,"0hard/-151soft"
4435,"0hard/-151soft"
4444,"0hard/-151soft"
4455,"0hard/-151soft"
4464,"0hard/-152soft"
4474,"0hard/-152soft"
4483,"0hard/-152soft"
4492,"0hard/-152soft"
4502,"0hard/-152soft"
4514,"0hard/-152soft"
4523,"0hard/-155soft"
4530,"0hard/-152soft"
4539,"0hard/-152soft"
4548,"0hard/-152soft"
4556,"0hard/-152soft"
4566,"0hard/-152soft"
4576,"0hard/-152soft"
4585,"0hard/-152soft"
4594,"0hard/-152soft"
4603,"0hard/-152soft"
4610,"0hard/-151soft"
4619,"0hard/-151soft"
4628,"0hard/-151soft"
4637,"0hard/-151soft"
4645,"0hard/-151soft"
4654,"0hard/-151soft"
4663,"0hard/-151soft"
4672,"0hard/-151soft"
4681,"0hard/-151soft"
4693,"0hard/-151soft"
4712,"0hard/-151soft"
4732,"0hard/-151soft"
4745,"0hard/-151soft"
4763,"0hard/-151soft"
4774,"0hard/-151soft"
4787,"0hard/-151soft"
4798,"0hard/-154soft"
4809,"0hard/-154soft"
4818,"0hard/-154soft"
4828,"0hard/-154soft"
4838,"0hard/-154soft"
4849,"0hard/-154soft"
4859,"0hard/-155soft"
4868,"0hard/-155soft"
4878,"0hard/-155soft"
4890,"0hard/-154soft"
4899,"0hard/-154soft"
4910,"0hard/-154soft"
4920,"0hard/-154soft"
4929,"0hard/-154soft"
4940,"0hard/-154soft"
4949,"0hard/-154soft"
4958,"0hard/-154soft"
4968,"0hard/-154soft"
4978,"0hard/-154soft"
4990,"0hard/-154soft"
5004,"0hard/-154soft"
5017,"0hard/-155soft"
5028,"0hard/-155soft"
5035,"0hard/-154soft"
5042,"0hard/-154soft"
5052,"0hard/-154soft"
5060,"0hard/-154soft"
5070,"0hard/-154soft"
5081,"0hard/-154soft"
5092,"0hard/-155soft"
5103,"0hard/-155soft"
5112,"0hard/-155soft"
5123,"0hard/-155soft"
5133,"0hard/-155soft"
5146,"0hard/-155soft"
5160,"0hard/-155soft"
5173,"0hard/-155soft"
5185,"0hard/-155soft"
5197,"0hard/-155soft"
5209,"0hard/-155soft"
5222,"0hard/-155soft"
5232,"0hard/-155soft"
5240,"0hard/-155soft"
5249,"0hard/-155soft"
5258,"0hard/-155soft"
5273,"0hard/-155soft"
5285,"0hard/-155soft"
5295,"0hard/-155soft"
5305,"0hard/-155soft"
5314,"0hard/-155soft"
5323,"0hard/-155soft"
5332,"0hard/-155soft"
5341,"0hard/-155soft"
5351,"0hard/-155soft"
5359,"0hard/-155soft"
5367,"0hard/-155soft"
5374,"0hard/-155soft"
5385,"0hard/-155soft"
5395,"0hard/-155soft"
5406,"0hard/-155soft"
5416,"0hard/-157soft"
5425,"0hard/-157soft"
5436,"0hard/-157soft"
5444,"0hard/-157soft"
5455,"0hard/-155soft"
5467,"0hard/-155soft"
5476,"0hard/-155soft"
5486,"0hard/-155soft"
5495,"0hard/-155soft"
5506,"0hard/-155soft"
5516,"0hard/-159soft"
5525,"0hard/-159soft"
5539,"0hard/-159soft"
5547,"0hard/-155soft"
5555,"0hard/-155soft"
5563,"0hard/-155soft"
5571,"0hard/-155soft"
5580,"0hard/-155soft"
5589,"0hard/-155soft"
5600,"0hard/-155soft"
5609,"0hard/-155soft"
5618,"0hard/-155soft"
5626,"0hard/-155soft"
5634,"0hard/-155soft"
5643,"0hard/-155soft"
5653,"0hard/-155soft"
5663,"0hard/-155soft"
5678,"0hard/-155soft"
5693,"0hard/-158soft"
5706,"0hard/-155soft"
5713,"0hard/-155soft"
5723,"0hard/-155soft"
5744,"0hard/-155soft"
5757,"0hard/-155soft"
5775,"0hard/-155soft"
5788,"0hard/-151soft"
5798,"0hard/-151soft"
5807,"0hard/-151soft"
5818,"0hard/-151soft"
5832,"0hard/-151soft"
5843,"0hard/-151soft"
5853,"0hard/-151soft"
5863,"0hard/-151soft"
5871,"0hard/-151soft"
5880,"0hard/-151soft"
5890,"0hard/-151soft"
5903,"0hard/-151soft"
5913,"0hard/-152soft"
5923,"0hard/-152soft"
5935,"0hard/-151soft"
5944,"0hard/-151soft"
5951,"0hard/-151soft"
5961,"0hard/-151soft"
5972,"0hard/-151soft"
5986,"0hard/-151soft"
5997,"0hard/-151soft"
6008,"0hard/-151soft"
6018,"0hard/-151soft"
6028,"0hard/-151soft"
6040,"0hard/-151soft"
6052,"0hard/-151soft"
6064,"0hard/-155soft"
6077,"0hard/-155soft"
6090,"0hard/-155soft"
6103,"0hard/-151soft"
6114,"0hard/-151soft"
6124,"0hard/-151soft"
6134,"0hard/-151soft"
6141,"0hard/-151soft"
6152,"0hard/-151soft"
6161,"0hard/-151soft"
6170,"0hard/-151soft"
6182,"0hard/-151soft"
6195,"0hard/-151soft"
6230,"0hard/-151soft"
6256,"0hard/-151soft"
6269,"0hard/-151soft"
6279,"0hard/-151soft"
6288,"0hard/-151soft"
6299,"0hard/-151soft"
6307,"0hard/-151soft"
6317,"0hard/-151soft"
6329,"0hard/-151soft"
6342,"0hard/-151soft"
6353,"0hard/-151soft"
6370,"0hard/-151soft"
6386,"0hard/-151soft"
6399,"0hard/-130soft"
6411,"0hard/-130soft"
6424,"0hard/-130soft"
6434,"0hard/-130soft"
6446,"0hard/-130soft"
6457,"0hard/-130soft"
6468,"0hard/-130soft"
6482,"0hard/-130soft"
6493,"0hard/-134soft"
6503,"0hard/-134soft"
6515,"0hard/-130soft"
6526,"0hard/-130soft"
6535,"0hard/-130soft"
6548,"0hard/-130soft"
6559,"0hard/-130soft"
6570,"0hard/-130soft"
6579,"0hard/-134soft"
6588,"0hard/-134soft"
6597,"0hard/-130soft"
6605,"0hard/-130soft"
6613,"0hard/-130soft"
6622,"0hard/-130soft"
6632,"0hard/-130soft"
6650,"0hard/-130soft"
6722,"0hard/-130soft"
6741,"0hard/-130soft"
6756,"0hard/-130soft"
6773,"0hard/-130soft"
6788,"0hard/-130soft"
6803,"0hard/-130soft"
6816,"0hard/-134soft"
6832,"0hard/-134soft"
6842,"0hard/-130soft"
6855,"0hard/-130soft"
6869,"0hard/-130soft"
6881,"0hard/-130soft"
6891,"0hard/-130soft"
6903,"0hard/-130soft"
6915,"0hard/-130soft"
6931,"0hard/-130soft"
6944,"0hard/-130soft"
6956,"0hard/-130soft"
6966,"0hard/-130soft"
6984,"0hard/-130soft"
6995,"0hard/-130soft"
7026,"0hard/-130soft"
7053,"0hard/-130soft"
7069,"0hard/-130soft"
7081,"0hard/-130soft"
7094,"0hard/-130soft"
7104,"0hard/-130soft"
7113,"0hard/-134soft"
7121,"0hard/-130soft"
7128,"0hard/-130soft"
7137,"0hard/-130soft"
7146,"0hard/-130soft"
7155,"0hard/-130soft"
7167,"0hard/-130soft"
7176,"0hard/-130soft"
7186,"0hard/-130soft"
7194,"0hard/-130soft"
7203,"0hard/-130soft"
7211,"0hard/-130soft"
7221,"0hard/-130soft"
7228,"0hard/-130soft"
7238,"0hard/-130soft"
7247,"0hard/-130soft"
7255,"0hard/-130soft"
7264,"0hard/-130soft"
7274,"0hard/-130soft"
7285,"0hard/-130soft"
7296,"0hard/-130soft"
7307,"0hard/-130soft"
7316,"0hard/-130soft"
7325,"0hard/-130soft"
7335,"0hard/-130soft"
7344,"0hard/-130soft"
7353,"0hard/-130soft"
7365,"0hard/-130soft"
7375,"0hard/-130soft"
7385,"0hard/-130soft"
7394,"0hard/-130soft"
7404,"0hard/-130soft"
7414,"0hard/-130soft"
7425,"0hard/-130soft"
7434,"0hard/-130soft"
7445,"0hard/-130soft"
7454,"0hard/-130soft"
7465,"0hard/-130soft"
7473,"0hard/-130soft"
7485,"0hard/-130soft"
7494,"0hard/-133soft"
7502,"0hard/-130soft"
7510,"0hard/-130soft"
7518,"0hard/-130soft"
7527,"0hard/-130soft"
7540,"0hard/-130soft"
7553,"0hard/-130soft"
7564,"0hard/-133soft"
7574,"0hard/-133soft"
7581,"0hard/-133soft"
7589,"0hard/-130soft"
7598,"0hard/-130soft"
7610,"0hard/-130soft"
7619,"0hard/-130soft"
7628,"0hard/-130soft"
7638,"0hard/-130soft"
7647,"0hard/-134soft"
7656,"0hard/-134soft"
7666,"0hard/-134soft"
7675,"0hard/-134soft"
7684,"0hard/-134soft"
7694,"0hard/-134soft"
7703,"0hard/-130soft"
7712,"0hard/-130soft"
7721,"0hard/-130soft"
7730,"0hard/-130soft"
7739,"0hard/-130soft"
7752,"0hard/-130soft"
7762,"0hard/-133soft"
7771,"0hard/-133soft"
7780,"0hard/-133soft"
7789,"0hard/-133soft"
7798,"0hard/-133soft"
7808,"0hard/-133soft"
7817,"0hard/-136soft"
7825,"0hard/-133soft"
7833,"0hard/-133soft"
7841,"0hard/-133soft"
7850,"0hard/-133soft"
7859,"0hard/-133soft"
7871,"0hard/-133soft"
7880,"0hard/-137soft"
7889,"0hard/-137soft"
7900,"0hard/-137soft"
7908,"0hard/-137soft"
7917,"0hard/-137soft"
7925,"0hard/-133soft"
7933,"0hard/-133soft"
7942,"0hard/-133soft"
7951,"0hard/-133soft"
7960,"0hard/-133soft"
7970,"0hard/-133soft"
7979,"0hard/-133soft"
7988,"0hard/-133soft"
7996,"0hard/-136soft"
8004,"0hard/-136soft"
8012,"0hard/-133soft"
8021,"0hard/-133soft"
8029,"0hard/-133soft"
8037,"0hard/-133soft"
8046,"0hard/-133soft"
8055,"0hard/-133soft"
8065,"0hard/-133soft"
8073,"0hard/-133soft"
8084,"0hard/-133soft"
8093,"0hard/-133soft"
8102,"0hard/-133soft"
8112,"0hard/-133soft"
8120,"0hard/-134soft"
8128,"0hard/-134soft"
8138,"0hard/-134soft"
8148,"0hard/-134soft"
8157,"0hard/-134soft"
8167,"0hard/-133soft"
8177,"0hard/-133soft"
8189,"0hard/-133soft"
8201,"0hard/-133soft"
8210,"0hard/-133soft"
8220,"0hard/-133soft"
8230,"0hard/-137soft"
8238,"0hard/-137soft"
8247,"0hard/-137soft"
8254,"0hard/-133soft"
8261,"0hard/-133soft"
8269,"0hard/-133soft"
8278,"0hard/-133soft"
8288,"0hard/-133soft"
8298,"0hard/-133soft"
8306,"0hard/-133soft"
8316,"0hard/-133soft"
8324,"0hard/-133soft"
8334,"0hard/-133soft"
8345,"0hard/-133soft"
8357,"0hard/-133soft"
8366,"0hard/-137soft"
8373,"0hard/-133soft"
8381,"0hard/-133soft"
8389,"0hard/-133soft"
8399,"0hard/-133soft"
8408,"0hard/-133soft"
8419,"0hard/-133soft"
8427,"0hard/-133soft"
8436,"0hard/-133soft"
8445,"0hard/-133soft"
8454,"0hard/-133soft"
8463,"0hard/-133soft"
8474,"0hard/-133soft"
8484,"0hard/-137soft"
8494,"0hard/-137soft"
8503,"0hard/-137soft"
8511,"0hard/-133soft"
8519,"0hard/-133soft"
8528,"0hard/-133soft"
8537,"0hard/-133soft"
8546,"0hard/-133soft"
8557,"0hard/-133soft"
8570,"0hard/-137soft"
8579,"0hard/-133soft"
8587,"0hard/-133soft"
8596,"0hard/-133soft"
8604,"0hard/-133soft"
8613,"0hard/-133soft"
8625,"0hard/-133soft"
8634,"0hard/-136soft"
8643,"0hard/-133soft"
8652,"0hard/-133soft"
8660,"0hard/-133soft"
8669,"0hard/-133soft"
8679,"0hard/-133soft"
8690,"0hard/-133soft"
8700,"0hard/-134soft"
8709,"0hard/-134soft"
8721,"0hard/-134soft"
8732,"0hard/-134soft"
8742,"0hard/-134soft"
8752,"0hard/-133soft"
8762,"0hard/-133soft"
8771,"0hard/-133soft"
8781,"0hard/-133soft"
8790,"0hard/-133soft"
8802,"0hard/-133soft"
8812,"0hard/-134soft"
8822,"0hard/-134soft"
8831,"0hard/-134soft"
8841,"0hard/-133soft"
8850,"0hard/-133soft"
8859,"0hard/-133soft"
8868,"0hard/-133soft"
8876,"0hard/-133soft"
8888,"0hard/-133soft"
8898,"0hard/-133soft"
8907,"0hard/-133soft"
8919,"0hard/-133soft"
8928,"0hard/-133soft"
8938,"0hard/-133soft"
8949,"0hard/-133soft"
8960,"0hard/-133soft"
8971,"0hard/-133soft"
8983,"0hard/-133soft"
8993,"0hard/-133soft"
9003,"0hard/-133soft"
9012,"0hard/-133soft"
9022,"0hard/-133soft"
9031,"0hard/-133soft"
9042,"0hard/-133soft"
9052,"0hard/-134soft"
9062,"0hard/-134soft"
9070,"0hard/-133soft"
9079,"0hard/-133soft"
9088,"0hard/-133soft"
9098,"0hard/-133soft"
9111,"0hard/-133soft"
9127,"0hard/-133soft"
9138,"0hard/-133soft"
9149,"0hard/-133soft"
9159,"0hard/-133soft"
9169,"0hard/-133soft"
9177,"0hard/-133soft"
9188,"0hard/-133soft"
9197,"0hard/-133soft"
9205,"0hard/-133soft"
9214,"0hard/-133soft"
9224,"0hard/-133soft"
9234,"0hard/-133soft"
9245,"0hard/-133soft"
9254,"0hard/-133soft"
9267,"0hard/-133soft"
9278,"0hard/-133soft"
9287,"0hard/-133soft"
9295,"0hard/-133soft"
9305,"0hard/-133soft"
9313,"0hard/-133soft"
9326,"0hard/-133soft"
9334,"0hard/-133soft"
9343,"0hard/-133soft"
9352,"0hard/-133soft"
9359,"0hard/-133soft"
9369,"0hard/-133soft"
9379,"0hard/-133soft"
9392,"0hard/-133soft"
9406,"0hard/-133soft"
9416,"0hard/-133soft"
9427,"0hard/-133soft"
9436,"0hard/-133soft"
9446,"0hard/-133soft"
9454,"0hard/-133soft"
9464,"0hard/-133soft"
9474,"0hard/-133soft"
9484,"0hard/-133soft"
9495,"0hard/-133soft"
9505,"0hard/-133soft"
9515,"0hard/-133soft"
9524,"0hard/-133soft"
9532,"0hard/-133soft"
9540,"0hard/-133soft"
9550,"0hard/-133soft"
9559,"0hard/-133soft"
9568,"0hard/-133soft"
9578,"0hard/-133soft"
9587,"0hard/-133soft"
9597,"0hard/-133soft"
9606,"0hard/-133soft"
9614,"0hard/-133soft"
9623,"0hard/-133soft"
9633,"0hard/-133soft"
9644,"0hard/-133soft"
9653,"0hard/-133soft"
9663,"0hard/-133soft"
9672,"0hard/-133soft"
9683,"0hard/-133soft"
9691,"0hard/-109soft"
9702,"0hard/-109soft"
9709,"0hard/-109soft"
9718,"0hard/-109soft"
9726,"0hard/-109soft"
9736,"0hard/-109soft"
9743,"0hard/-109soft"
9754,"0hard/-109soft"
9763,"0hard/-109soft"
9772,"0hard/-109soft"
9782,"0hard/-109soft"
9793,"0hard/-109soft"
9802,"0hard/-109soft"
9810,"0hard/-109soft"
9818,"0hard/-109soft"
9826,"0hard/-109soft"
9835,"0hard/-109soft"
9844,"0hard/-109soft"
9856,"0hard/-109soft"
9865,"0hard/-113soft"
9875,"0hard/-113soft"
9883,"0hard/-113soft"
9891,"0hard/-113soft"
9903,"0hard/-113soft"
9913,"0hard/-109soft"
9923,"0hard/-109soft"
9933,"0hard/-107soft"
9942,"0hard/-107soft"
9951,"0hard/-107soft"
9963,"0hard/-107soft"
9974,"0hard/-107soft"
9987,"0hard/-107soft"
9996,"0hard/-107soft"
10005,"0hard/-107soft"
10015,"0hard/-107soft"
10024,"0hard/-107soft"
10033,"0hard/-107soft"
10044,"0hard/-107soft"
10053,"0hard/-107soft"
10061,"0hard/-107soft"
10070,"0hard/-107soft"
10079,"0hard/-107soft"
10087,"0hard/-107soft"
10096,"0hard/-107soft"
10108,"0hard/-107soft"
10117,"0hard/-107soft"
10126,"0hard/-107soft"
10136,"0hard/-107soft"
10145,"0hard/-107soft"
10154,"0hard/-107soft"
10165,"0hard/-107soft"
10174,"0hard/-107soft"
10183,"0hard/-107soft"
10193,"0hard/-107soft"
10201,"0hard/-107soft"
10213,"0hard/-107soft"
10225,"0hard/-107soft"
10238,"0hard/-107soft"
10251,"0hard/-107soft"
10264,"0hard/-107soft"
10275,"0hard/-107soft"
10287,"0hard/-107soft"
